battery_id,cycle_index,type,discharge_capacity,soh,avg_voltage_load,min_voltage_load,max_temperature,avg_temperature,time_to_discharge,internal_resistance,re,rct
B0005,49,discharge,1.8361774213478947,0.9180887106739474,3.556794038327039,2.617507742871704,38.51424197364312,32.32266411829938,3531.578,4.184349171499402,0.04510114851143001,0.06852832896000328
B0005,53,discharge,1.8257807475776242,0.9128903737888121,3.5614100044534203,2.694074478000972,38.165816144899125,31.98795810666763,3492.907,6.2863576292328105,0.044172075577171746,0.06804449516996176
B0005,57,discharge,1.8251136435078368,0.9125568217539184,3.5566107947817986,2.6237674644021887,38.16526203587147,31.894456524691385,3511.594,2.572887381271808,0.043786628196075913,0.06845021227072765
B0005,61,discharge,1.8255815042203762,0.9127907521101881,3.5586742170266272,2.5010798299873738,38.27549578575718,31.78039681801023,3431.9370000000054,6.618367307650745,0.04463932198878524,0.0683410113732366
B0005,65,discharge,1.8140311275083907,0.9070155637541953,3.564103182686905,2.6849988185249796,37.982160799183106,31.688747146342205,3431.125,16.834579067984336,0.043558785775475374,0.06868237655872211
B0005,69,discharge,1.8147691941158939,0.9073845970579469,3.559588063594272,2.547109116468133,38.11100191887773,31.596747992569153,3412.406,7.2671697114957725,0.04526547818261783,0.0681437253042456
B0005,73,discharge,1.813969388710352,0.906984694355176,3.556833231052199,2.471314764334132,38.18831137948753,31.565586498787077,3410.688,3.761681885631461,0.044483715777434665,0.06782555719716843
B0005,77,discharge,1.802765665167823,0.9013828325839115,3.5624410850948944,2.6613903306108773,37.998541119085836,31.59124667045208,3410.718,9.0499025422816,0.04441416485910045,0.06885805241213436
B0005,81,discharge,1.804077040117352,0.902038520058676,3.5591407106855666,2.541762355407921,38.194201649765226,31.603485399391182,3392.719,3.7446488107517553,0.04453544590029642,0.06779434699116274
B0005,85,discharge,1.8518025516704486,0.9259012758352243,3.5573161327793144,2.628919415830567,38.45796400011448,31.91556385491565,3470.672,2.4066417923708467,0.04502135245555801,0.06940408185539676
B0005,89,discharge,1.8307038456739428,0.9153519228369714,3.561870782772737,2.6312552691827045,38.49126351534004,32.081128118597164,3414.109,1.1654041366540009,0.04646251600050638,0.06993774302336724
B0005,93,discharge,1.8199041089501267,0.9099520544750633,3.5617586337260088,2.654880745360911,38.31473393357882,31.849792632896243,3395.219,3.6397092318513153,0.04772385451119983,0.06950417544214327
B0005,97,discharge,1.8093079637028517,0.9046539818514259,3.5597307651083123,2.6749688422803803,37.861934640176806,31.465690433362017,3386.0,7.691147425866822,0.04694022963323793,0.069661211991841
B0005,101,discharge,1.80460990458052,0.90230495229026,3.5575937553540915,2.6159705726789904,37.90665575786083,31.40934895665031,3368.187,6.0809590720043305,0.04702798243208013,0.07112946749607083
B0005,105,discharge,1.7993770651972192,0.8996885325986096,3.5597237883937995,2.658447162110498,38.34003238560517,31.902247475518077,3368.266,1.483238178524217,0.047755380262671634,0.07167079612312527
B0005,109,discharge,1.7884432335370462,0.8942216167685231,3.559061771422033,2.6979426084271156,38.0745950590744,31.649024294808623,3358.719,3.503794625795803,0.047022939446838434,0.06976696183555635
B0005,113,discharge,1.7829230484252723,0.8914615242126361,3.557015527748059,2.6617272246516333,38.07252758016199,31.48874626238971,3339.5,16.042039823547004,0.046245370477528074,0.0719248993978976
B0005,117,discharge,1.7730337158018288,0.8865168579009144,3.5562481933590964,2.699288287625812,37.80133585100446,31.329995610092634,3331.265,3.472911833782797,0.04618610336751238,0.07193787056034481
B0005,121,discharge,1.773037755078937,0.8865188775394685,3.5532756526091784,2.6127932408838532,38.39873985476869,31.569551201845574,3321.188,8.89334227170117,0.04773737014313117,0.0703395836124857
B0005,125,discharge,1.7678721106662054,0.8839360553331027,3.556266431640255,2.6637064901468075,38.74929237918251,32.111426258867944,3321.844,5.418186935858795,0.04838334154876506,0.06973812701544792
B0005,129,discharge,1.7623150704093087,0.8811575352046543,3.5563095420140822,2.6668454289754746,38.87275464755104,32.271676011112376,3311.828,3.9559900253191587,0.048037510039299486,0.07012511424776673
B0005,133,discharge,1.7676172924938447,0.8838086462469223,3.558950851054106,2.684431051981017,38.503541429116005,31.842291659678658,3327.391,6.229255446305464,0.048086960073381944,0.0697134641311117
B0005,135,discharge,1.762668359743147,0.8813341798715735,3.5534418211598053,2.645224362345869,38.27009094548294,31.759815453754253,3312.078,2.206769578869486,0.048086960073381944,0.0697134641311117
B0005,139,discharge,1.7517304870664143,0.8758652435332072,3.5510121537420285,2.6603527244917,38.11684755251712,31.41911167391793,3293.172,4.175465737267053,0.04754728174038817,0.07318009891168203
B0005,143,discharge,1.7418496047960008,0.8709248023980004,3.551317608213948,2.6926849789916263,38.04152715355532,31.331626572312267,3275.328,3.1886232937609855,0.04764092098948851,0.07165247326552959
B0005,147,discharge,1.7360913511847138,0.8680456755923569,3.549003180550162,2.670544734728978,38.17980302242767,31.35934131425137,3265.016,4.444193110419496,0.04842436953177311,0.07249983749010006
B0005,149,discharge,1.7936240148573608,0.8968120074286804,3.5597648340955175,2.605158060541757,40.71218198711114,34.31088483888259,3328.937,1.762123821177911,0.04842436953177311,0.07249983749010006
B0005,153,discharge,1.7831890223273275,0.8915945111636637,3.5623454342368555,2.672012007453096,39.885261233152924,33.43585640373788,3329.266,1.8533034763909715,0.04943074564871873,0.0701407541984291
B0005,157,discharge,1.7673642076278957,0.8836821038139479,3.558336657621618,2.674271233724938,39.18287352945846,32.66698125020078,3301.579,3.729838013595776,0.04974822543014387,0.07112993844977841
B0005,161,discharge,1.7570177850353066,0.8785088925176533,3.554013138622869,2.6309416727017187,38.951564804030774,32.28423408691397,3283.563,5.615707377286066,0.04988486594475391,0.07198302765125617
B0005,165,discharge,1.7468706179837907,0.8734353089918954,3.552376095886298,2.6629725743154204,38.607510759873634,32.00739178780946,3275.125,2.755741251362479,0.04921638093217895,0.07146374397937286
B0005,169,discharge,1.7417172507457144,0.8708586253728572,3.549618661283733,2.612942119873717,38.920359903369054,32.06387071886056,3265.656,4.874610640714556,0.04994593893656341,0.07088704261645878
B0005,173,discharge,1.7364225056478186,0.8682112528239093,3.54938103086703,2.6157198442661476,39.23273115358871,32.43754560319043,3266.093,6.597158537848262,0.048969605147940264,0.07178168505217358
B0005,177,discharge,1.7263217239235826,0.8631608619617913,3.5472118680418956,2.6287695472774453,38.964927068400804,32.16809876635083,3257.594,2.089580910135163,0.05022937602514056,0.0718319241428618
B0005,181,discharge,1.7158065389330133,0.8579032694665066,3.5467052098640246,2.6655106679421823,38.83927283461771,32.05752645824972,3248.593,5.134919468070612,0.04971526662508074,0.07139027154395669
B0005,185,discharge,1.710533351135192,0.855266675567596,3.544629653883431,2.650495153350403,38.82796377704433,31.975920928072714,3238.766,7.378268918662941,0.04913216601843565,0.0724518691988788
B0005,189,discharge,1.706014499648521,0.8530072498242605,3.5436291614253204,2.643236235233877,39.14007944734004,32.21689335291319,3240.14,7.7057268999144695,0.04920968322529824,0.07304025099509703
B0005,193,discharge,1.7003110272642588,0.8501555136321294,3.5444946147995258,2.656450207001938,39.349611598028886,32.55632993697177,3230.109,6.475442102378478,0.04950631616559385,0.07251082944035009
B0005,197,discharge,1.6945798601797895,0.8472899300898947,3.5409201846556857,2.626177688152069,39.29444535878087,32.40048085325998,3229.7810000000027,5.558972801267555,0.04865176277959679,0.07201762091170956
B0005,201,discharge,1.6849029086609286,0.8424514543304643,3.541195668799061,2.6582230344240045,39.10487658009542,32.29371860868794,3212.469,1.8788402732044436,0.04916575568371288,0.07316993618002728
B0005,205,discharge,1.6744741591159717,0.8372370795579859,3.540671044783382,2.695100237338448,39.0462609369598,32.136071448067796,3213.219,6.365718908838007,0.04923427342088277,0.07277120733743579
B0005,209,discharge,1.6745692479879102,0.8372846239939551,3.5376048790268775,2.639091813583503,39.398032192832,32.38268549723498,3203.578,7.542329920944129,0.0505475864921389,0.07270866794574943
B0005,213,discharge,1.663716375981405,0.8318581879907025,3.538422485261741,2.6857210282450983,39.10678394120843,32.30899951427637,3195.125,9.994015881654144,0.050118814742107526,0.07301041089661342
B0005,215,discharge,1.659013868748246,0.829506934374123,3.53928626988912,2.69017866510873,39.44448954135193,32.56636929496716,3195.3129999999946,2.55006008756269,0.050118814742107526,0.07301041089661342
B0005,219,discharge,1.6538540573335014,0.8269270286667507,3.533690170241391,2.639895313359579,39.509602016775695,32.46542951751835,3186.297,3.0676009558254056,0.049792567319026114,0.07343650361620202
B0005,223,discharge,1.642653782130131,0.8213268910650655,3.534367734544495,2.68991452927918,39.334865362245324,32.347056454418095,3176.438,4.5818793255512285,0.049865378066600005,0.0732133898164959
B0005,227,discharge,1.6378578430223698,0.8189289215111849,3.5312941932103548,2.65935818848874,39.43723270017243,32.371538940646154,3167.593,1.5713419344962067,0.049811932785538866,0.07459618605206403
B0005,231,discharge,1.6327350407099108,0.8163675203549554,3.5309134771684274,2.6657030585650423,39.51375235624076,32.45549347979197,3167.719,4.637529932212001,0.04850673488997184,0.07458309776342148
B0005,235,discharge,1.6277528915533617,0.8138764457766808,3.5287226893409893,2.642986759012803,39.60170302810528,32.50017194695606,3159.077999999994,4.071404686724771,0.050023074203339506,0.0736638387977965
B0005,239,discharge,1.622125485521159,0.8110627427605795,3.52625493581969,2.6311169118893036,39.687463597582074,32.50100298369444,3148.829,2.9187553267501594,0.05020469043786587,0.07371885821597624
B0005,243,discharge,1.6113256603765849,0.8056628301882924,3.528684324337005,2.696157404617167,39.53535075538898,32.4728927422438,3149.094,8.526534184158866,0.04975857340773159,0.07465617760875586
B0005,247,discharge,1.6065631397488385,0.8032815698744192,3.525556939424901,2.6667596238241567,39.6502371632164,32.50480154634882,3140.547,3.682624311666827,0.04968675503783295,0.07355425821939737
B0005,251,discharge,1.6015142233917594,0.8007571116958797,3.5226805646793737,2.6403185448373043,39.69929058154853,32.51218336210202,3131.625,3.2166746482952693,0.04995005707049774,0.0746229428074614
B0005,255,discharge,1.590369231400328,0.795184615700164,3.524673458789008,2.69892986372897,39.56076309770468,32.45692821941515,3121.907,3.890898718507114,0.050282564251258356,0.07360391142336822
B0005,259,discharge,1.5857889968242211,0.7928944984121106,3.5213155754526824,2.6682466504352993,39.63708096307912,32.447059186431154,3122.125,47.766510494193945,0.04992007781904663,0.074642062777058
B0005,263,discharge,1.5849430707374117,0.7924715353687058,3.51803386486462,2.6479207279724903,39.43977047692484,32.32889654966259,3121.672,2.2844284987809695,0.05007996435013632,0.07547710929281527
B0005,265,discharge,1.5955263892495937,0.7977631946247968,3.5236841955396794,2.6741633856529066,39.839022256254516,32.84488475360107,3120.86,7.254528917731147,0.05007996435013632,0.07547710929281527
B0005,269,discharge,1.5747301747801037,0.7873650873900518,3.519146638240668,2.6892528956736257,39.41794949618613,32.31731555011648,3103.828,5.182085711208614,0.05487320211540928,0.07934403644117197
B0005,273,discharge,1.5649019950937946,0.7824509975468973,3.516233648608237,2.688809122993162,39.262781682151214,32.06376130177751,3095.094,9.849128062950461,0.055240499862766274,0.08002359358228964
B0005,277,discharge,1.5597659473370362,0.7798829736685181,3.514773138461639,2.6743555987897745,39.47237839941986,32.21997626855924,3095.781,2.11559240891352,0.055080368328742545,0.08045008161921993
B0005,281,discharge,1.5594815668184234,0.7797407834092117,3.5132992979150073,2.6430294964336345,40.037541469513684,32.7120225448885,3094.328,2.1223923055326495,0.05484578494342528,0.08099527914390654
B0005,285,discharge,1.55468935359061,0.777344676795305,3.514484830704665,2.6584858447131823,40.142730162011574,32.945022147355694,3086.531,2.705167259535145,0.05808949268604193,0.07900611376190819
B0005,289,discharge,1.5488741079890418,0.7744370539945209,3.5109677353595243,2.629782173759164,40.1165626728546,32.857549597381336,3085.625,14.683357097256529,0.05639999430512618,0.08181491967012575
B0005,293,discharge,1.538236598942558,0.769118299471279,3.5109358749578012,2.6622967647315545,39.87503330866132,32.629663328789654,3067.203,2.3319800589591084,0.057159147914507935,0.08086696623694065
B0005,297,discharge,1.527914258251028,0.763957129125514,3.509393098217416,2.682380966742509,39.61961987024145,32.379859014262976,3058.157,6.786781145932742,0.056998793862942924,0.08250100764416027
B0005,301,discharge,1.5285252629756445,0.7642626314878223,3.5066782411556563,2.6401894768922713,40.067324667444815,32.68215852457039,3058.812,2.3856121158844643,0.05791594677751306,0.08175057083151278
B0005,305,discharge,1.522647325284378,0.761323662642189,3.5109885623008092,2.693769409137257,40.24716716520102,32.99387423636739,3058.578,3.484317683888886,0.0585831887959693,0.08269416457353587
B0005,309,discharge,1.5174859938489869,0.7587429969244934,3.510305462695178,2.695787450704935,40.30253125568348,33.04539707211165,3049.328,6.262250633449404,0.05684411239635824,0.082272625759776
B0005,312,discharge,1.605818899130659,0.8029094495653295,3.5222215314850214,2.6920548172137724,40.09418103142496,32.856295641052824,3177.219,9.324031678167684,0.05667203462955093,0.08291573296417665
B0005,315,discharge,1.5638491446744425,0.7819245723372212,3.5163492154331264,2.629071246219689,40.52238496316615,33.33950238056361,3082.937,2.759306331851331,0.058223361510524915,0.07615092115486195
B0005,319,discharge,1.5480915247767786,0.7740457623883893,3.5134397623234963,2.631343871050918,40.56886357314186,33.35156485472646,3074.266,3.053377813720533,0.05869361561103209,0.08099673983388944
B0005,323,discharge,1.5323755631868592,0.7661877815934296,3.515137522009075,2.6983970036642315,40.27804845768325,33.147486361012966,3066.0,4.046566152928765,0.05687355099054793,0.08079234772463807
B0005,327,discharge,1.5269528268489705,0.7634764134244852,3.50830390643132,2.6338485871981514,40.2921849196155,33.007275861749356,3056.437,2.196164574626086,0.058401226760293384,0.0816166339541188
B0005,331,discharge,1.5169573017136326,0.7584786508568163,3.509190808443004,2.671566207861818,40.184384347174266,32.91990812745461,3048.219,7.93372837151187,0.05713926164978321,0.08203042743610463
B0005,335,discharge,1.5118975960142693,0.7559487980071347,3.5068097579555353,2.6540810507928123,40.320066232195046,32.99903328622305,3039.218,5.896559741748942,0.056846750542401,0.08430934905296765
B0005,339,discharge,1.5065638960681105,0.7532819480340552,3.50609090727422,2.656849703962618,40.336505612651585,33.03772281691292,3039.047,1.9653249689956303,0.05971458306876328,0.08128077873787101
B0005,343,discharge,1.5015453526671363,0.7507726763335681,3.5037157727265953,2.6363048614501152,40.43267631588412,33.07740307192613,3030.375,9.67211210671714,0.057876489486257204,0.0827621596207595
B0005,347,discharge,1.4908444050400238,0.7454222025200119,3.5067479961367156,2.69951692300468,40.314538591575015,33.05467981523988,3021.0,5.4345100360888905,0.057106052592570886,0.08389339159553517
B0005,351,discharge,1.485868384561201,0.7429341922806005,3.5058813026542324,2.698216006032282,40.386661855917744,33.11570360624461,3021.75,6.1729837255042055,0.05832440115222774,0.0823356083860003
B0005,355,discharge,1.480413677976106,0.740206838988053,3.504168333530808,2.6911707598773864,40.43384612547835,33.12942148982364,3012.265,2.75284763321088,0.05853988727737317,0.08259957408588693
B0005,359,discharge,1.4752095869031632,0.7376047934515816,3.5030568931470634,2.690162319231471,40.44479269068758,33.130681310493344,3002.641,2.5251158469962034,0.057610002271573896,0.08361769407052744
B0005,363,discharge,1.4859035988304024,0.7429517994152012,3.4982324882487936,2.6355034454892072,40.58499656066617,33.20069210329718,3012.0,13.70483921394306,0.05687744083786221,0.08453629957179691
B0005,366,discharge,1.4960918298136696,0.7480459149068348,3.5065859365661325,2.6594753656507684,40.99869158762305,33.78697527817091,3020.11,3.1655424473320513,0.05841225795718409,0.07816622903600336
B0005,370,discharge,1.4808005946928984,0.7404002973464492,3.501457140697961,2.644554999824577,40.997807625227495,33.673365085761986,3002.172000000006,26.920826174616455,0.06019789084807145,0.08377346645248043
B0005,374,discharge,1.4697543268466824,0.7348771634233412,3.501658387162809,2.6719601666204564,40.84213757482493,33.535818118317145,2992.703,14.670120485226896,0.05988352416265757,0.08361156763608181
B0005,378,discharge,1.4539012274845928,0.7269506137422964,3.4966186408455298,2.6598211033173382,40.69012464267011,33.32269982188509,2964.468,4.432889408940968,0.058875120497055886,0.08370562422038381
B0005,382,discharge,1.4541462067235693,0.7270731033617847,3.4991645719433246,2.688360455508818,40.69938049882204,33.346230327490304,2983.375,3.181795539428807,0.05844518592952695,0.0843513765148262
B0005,386,discharge,1.455023751906683,0.7275118759533415,3.496080777360074,2.6376728619288525,41.06026204078849,33.64948900485925,2975.297,6.010007396894411,0.06055121054997781,0.08328051476741821
B0005,390,discharge,1.449042163761236,0.724521081880618,3.4959014526387993,2.645120521151077,41.19696040482682,33.79269513542102,2974.9850000000006,14.88224277353949,0.05995025589217596,0.0831904359131708
B0005,394,discharge,1.4386709371480566,0.7193354685740283,3.49758697990267,2.698012437629632,40.84446688602949,33.52446663707275,2966.25,2.9419221206561192,0.05956501303684226,0.08487011380929321
B0005,398,discharge,1.433445432156979,0.7167227160784895,3.4956989619989507,2.6928942772989077,40.764203830749366,33.39042251934235,2956.359,17.389896280809094,0.059853349010250065,0.08473917663733575
B0005,402,discharge,1.4333958900838095,0.7166979450419048,3.492875380810072,2.6483923655058113,41.11212504270441,33.67370212742761,2956.344,2.836500674533901,0.05874548029308314,0.08711721350349075
B0005,406,discharge,1.42806487344776,0.71403243672388,3.49551076423368,2.6832134764261997,41.27256611507568,33.91080564765892,2956.406,6.696231133226499,0.06083767084489383,0.08490902777488013
B0005,410,discharge,1.4229203181741186,0.7114601590870593,3.4942333590450834,2.684960445221862,41.15574924454392,33.7850680599871,2947.266,2.9565407173904714,0.05993762786815949,0.08479950183605617
B0005,414,discharge,1.417429032731308,0.708714516365654,3.491197414255986,2.669922120529456,41.03237216951879,33.61126807392732,2937.984,3.398365134153784,0.05959588691816853,0.08518775171680287
B0005,418,discharge,1.412409228794446,0.706204614397223,3.4889094081576237,2.664105530655056,40.937269906716935,33.45598581472246,2929.125,4.433370222866677,0.058400743519397356,0.08632938236969102
B0005,422,discharge,1.412578792940193,0.7062893964700965,3.487376295811431,2.634098605983684,41.240704611971786,33.723267448788484,2928.454,3.083038487607133,0.06260506440345279,0.08502111899525971
B0005,426,discharge,1.4075983731469897,0.7037991865734948,3.491994243745711,2.68378702970616,41.43649987692296,34.050076369857344,2929.375,6.8523930074095425,0.06115195391732467,0.08485577620272611
B0005,430,discharge,1.4333920485221476,0.7166960242610738,3.491585878898649,2.660031949282934,41.16703904201915,33.889346908026745,2946.031,7.326422146198565,0.059630601199984506,0.0850345675980089
B0005,432,discharge,1.4382550176792908,0.7191275088396454,3.495576227046425,2.650011641082063,41.36216559728765,34.067648550088656,2955.438,17.96943274308986,0.059630601199984506,0.0850345675980089
B0005,436,discharge,1.4173547174485526,0.7086773587242763,3.4938988589692483,2.6936969083341418,41.02198772703674,33.75168100943646,2937.625,4.53641355878968,0.060986669920577066,0.08583976882422588
B0005,440,discharge,1.406981663677643,0.7034908318388216,3.49159162968384,2.697073130067154,40.78818812957494,33.46482299584788,2929.078,2.163905207255667,0.06100425704109886,0.08588436114872877
B0005,444,discharge,1.4012037783587625,0.7006018891793813,3.4885729299834787,2.6806995515145213,40.81506138506309,33.40210697922146,2918.375,7.891536817262212,0.06232914782727364,0.08822161138920462
B0005,448,discharge,1.3967008232726328,0.6983504116363164,3.4869021151089825,2.6695398084864568,40.858374219876424,33.410688917712235,2919.812,5.709291351004866,0.061502762788551504,0.0872699062901812
B0005,452,discharge,1.391284788852726,0.695642394426363,3.4855485210036417,2.671695307817951,40.839876773287166,33.38984948261314,2900.422,4.509467966560517,0.06141907994833745,0.08720378292525818
B0005,456,discharge,1.3862287677978349,0.6931143838989174,3.4838912547260388,2.661289185949965,40.85376069244676,33.3700433438796,2901.375,11.79724745454051,0.06121665145307191,0.0872819262712242
B0005,460,discharge,1.3804366761974138,0.6902183380987069,3.483198941484065,2.667817533540102,40.74795214258888,33.27215987470977,2901.187,5.0110225333955976,0.062704070176938,0.08679111809854424
B0005,464,discharge,1.3752364150256224,0.6876182075128112,3.4836274447098883,2.684008069130594,40.68794001196382,33.222444215660225,2891.64,18.29646841556084,0.06172613583587411,0.0883779260119075
B0005,468,discharge,1.3705128024895008,0.6852564012447504,3.480172442538601,2.6585256208771644,40.7810749453613,33.26207748383125,2882.906,14.500808413143288,0.06185223703499693,0.08697922184678317
B0005,472,discharge,1.3705085566270399,0.6852542783135199,3.478452148610975,2.6372250579822927,40.88159339768709,33.312029905516525,2883.265,4.755503036730791,0.06310358102659182,0.08852234569242505
B0005,476,discharge,1.3647355108681518,0.6823677554340759,3.4785782556105507,2.6514257735606432,40.81191473576834,33.25287943255863,2882.969,27.552640481764495,0.06228746060457266,0.08923087570947913
B0005,480,discharge,1.375392016895762,0.687696008447881,3.4825195584604582,2.676384659108382,41.11793533148924,33.745054045019884,2891.656,3.832388111856009,0.06270549893166993,0.08838724457648714
B0005,482,discharge,1.3861115151535393,0.6930557575767696,3.4886823636752826,2.6949138502817815,41.248795355864885,33.88841975386692,2901.25,3.3639494544958204,0.06270549893166993,0.08838724457648714
B0005,484,discharge,1.3698500035838939,0.6849250017919469,3.4858502383832755,2.6973343716306273,41.16242984455477,33.7353756996425,2891.703,1.9772102912971354,0.06270549893166993,0.08838724457648714
B0005,488,discharge,1.3647827949260758,0.6823913974630379,3.478794177297151,2.642540259937964,41.16437554618679,33.59131052719714,2883.016,4.603653522482401,0.053286381622558374,0.08156856568421471
B0005,492,discharge,1.3543220466259964,0.6771610233129982,3.4812826020756744,2.699226257883075,40.864216180205034,33.32366688599416,2873.453,10.446026535437298,0.05293147474045376,0.08275693411495888
B0005,496,discharge,1.3546417018378962,0.6773208509189481,3.480352041587074,2.676480329780849,41.25434553511566,33.691961507697364,2874.031,12.639123947017179,0.05588929297745871,0.08226321054006082
B0005,500,discharge,1.3547039213192407,0.6773519606596203,3.4781127815565127,2.642142168479886,41.45023191903855,33.887639684793655,2874.234,1.9941495299019452,0.05841778368115902,0.08029809490533976
B0005,504,discharge,1.349314997503458,0.674657498751729,3.4765867130506125,2.644725254926797,41.27708509224051,33.67308060941856,2864.984,5.603446201051258,0.056411433170262516,0.0819223123309917
B0005,508,discharge,1.3441891937970554,0.6720945968985277,3.4733769291841643,2.632270655366611,41.064605154983276,33.411988203265814,2855.093,4.238074368186464,0.05568015964086863,0.08177399086572994
B0005,512,discharge,1.3389913790695755,0.6694956895347878,3.4726366397371127,2.6391006118876117,40.99284868101728,33.29926524979532,2855.625,2.5327112220707964,0.056210257603528525,0.08328067168438782
B0005,516,discharge,1.3389145230206971,0.6694572615103486,3.473439372740961,2.637841830893275,41.29040553417739,33.59980731390034,2855.594,2.787568555063792,0.05579452141186236,0.0829501208969064
B0005,520,discharge,1.3340066759761655,0.6670033379880828,3.4754777099091454,2.668286095904868,41.22740227746052,33.61961195858585,2847.437,16.793613349963053,0.057799714665998925,0.08190303229216056
B0005,524,discharge,1.3286444309174914,0.6643222154587457,3.4722884821666766,2.6490198126838553,41.04619550953222,33.3945201718652,2847.36,2.50137049631978,0.05577529472858128,0.08294674118422612
B0005,528,discharge,1.3231708992276219,0.6615854496138109,3.471373665098864,2.664058512378051,40.85874389007758,33.16734508187535,2837.328,3.6460407790178087,0.056559391313402284,0.08237490117893426
B0005,532,discharge,1.3181691588445197,0.6590845794222598,3.4726160162875095,2.6883611693898826,40.79196924883506,33.10962161613893,2837.281,2.254669907076139,0.05334424687864744,0.08448562230827522
B0005,536,discharge,1.3184664436640334,0.6592332218320167,3.4738146874457896,2.6869753836302124,41.14127834456325,33.46501751186519,2838.515,3.9483413771844798,0.056262478978249195,0.0830662312193171
B0005,540,discharge,1.318293040102702,0.659146520051351,3.4701426486639693,2.6507536817766586,41.14429319149828,33.4426191014044,2828.328,3.5108472842645777,0.05339424998746291,0.08335635527903888
B0005,544,discharge,1.323872422244268,0.661936211122134,3.467523652225441,2.6646322789106516,40.66184230912503,33.037928170775885,2838.265,6.238809835511464,0.05854525235071128,0.08836885185980756
